Nombre Cliente,Apellido Cliente,Fecha Nacimiento,Estado Civil,Genero,Correo Electrónico,Ingreso Anual,Numero de Hijos,Nivel Educativo Cliente,Ocupacion,Propietario Casa
SAMANTHA,MILLER,08/31/1971,Soltero,F,samantha7@adventure-works.com," 150,000 ",4,Universitaria Incompleta,Independiente,No
ALEX,PARKER,11/25/1969,Casado,M,alex26@adventure-works.com," 130,000 ",1,Universitaria Completa,Empresario,Si
MAKAYLA,JAMES,12/09/1963,Casado,F,makayla8@adventure-works.com," 90,000 ",2,Secundaria Completa,Independiente,Si
HAILEY,TURNER,10/07/1961,Soltero,F,hailey47@adventure-works.com," 70,000 ",3,Universitaria Postgrado,Empresario,Si
THOMAS,ADAMS,04/02/1957,Soltero,M,thomas51@adventure-works.com," 40,000 ",4,Secundaria Completa,Independiente,No
VICTORIA,DIAZ,05/05/1988,Soltero,F,victoria68@adventure-works.com," 30,000 ",0,Secundaria Completa,Empleado,No
JUSTIN,BRYANT,05/27/1986,Soltero,M,justin15@adventure-works.com," 30,000 ",0,Secundaria Incompleta,Deportista,No
RACHEL,COX,12/22/1987,Soltero,F,rachel39@adventure-works.com," 30,000 ",0,Secundaria Incompleta,Deportista,No
EDWARD,LEWIS,01/19/1967,Soltero,M,edward43@adventure-works.com," 60,000 ",3,Universitaria Completa,Independiente,No
JACLYN,CHANDER,08/21/1976,Soltero,F,jaclyn39@adventure-works.com," 30,000 ",1,Universitaria Completa,Deportista,No
AARON,WRIGHT,05/23/1958,Casado,M,aaron52@adventure-works.com," 90,000 ",4,Secundaria Completa,Empresario,Si
LINDSEY,DENG,09/06/1978,Casado,F,lindsey1@adventure-works.com," 40,000 ",2,Universitaria Incompleta,Deportista,No
RYAN,ZHANG,06/29/1975,Casado,M,ryan27@adventure-works.com," 60,000 ",0,Universitaria Postgrado,Independiente,No
ASHLEE,JAI,01/23/1987,Soltero,F,ashlee18@adventure-works.com," 40,000 ",0,Universitaria Incompleta,Empleado,Si
BENJAMIN,TAYLOR,09/25/1975,Soltero,M,benjamin43@adventure-works.com," 60,000 ",0,Universitaria Postgrado,Independiente,No
BONNIE,NATH,11/04/1952,Casado,F,bonnie24@adventure-works.com," 80,000 ",5,Universitaria Completa,Empresario,Si
ARIANA,SANCHEZ,12/06/1979,Casado,F,ariana22@adventure-works.com," 60,000 ",1,Universitaria Postgrado,Independiente,Si
DEVIN,COLEMAN,05/24/1977,Soltero,M,devin44@adventure-works.com," 40,000 ",2,Universitaria Completa,Empleado,Si
MIRANDA,LONG,10/10/1980,Soltero,F,miranda9@adventure-works.com," 40,000 ",1,Universitaria Postgrado,Empleado,Si
ALYSSA,MORGAN,04/28/1978,Soltero,F,alyssa30@adventure-works.com," 70,000 ",4,Universitaria Postgrado,Independiente,Si
JESSICA,BROWN,08/04/1974,Soltero,F,jessica51@adventure-works.com," 60,000 ",3,Universitaria Completa,Empleado,No
DEVIN,MARTINEZ,04/21/1974,Soltero,M,devin16@adventure-works.com," 70,000 ",4,Universitaria Postgrado,Independiente,Si
ANTONIO,WASHINGTON,03/26/1975,Soltero,M,antonio13@adventure-works.com," 40,000 ",0,Universitaria Completa,Independiente,No
BROOKE,RICHARDSON,08/07/1976,Soltero,F,brooke9@adventure-works.com," 60,000 ",2,Universitaria Postgrado,Independiente,Si
DANIEL,GARCIA,07/09/1978,Casado,M,daniel8@adventure-works.com," 70,000 ",4,Universitaria Postgrado,Independiente,Si
FAITH,PATTERSON,10/07/1975,Soltero,F,faith9@adventure-works.com," 60,000 ",0,Universitaria Postgrado,Independiente,No
ELIZABETH,WEISMAN,12/06/1971,Soltero,F,elizabeth6@adventure-works.com," 60,000 ",4,Universitaria Completa,Independiente,Si
FERNANDO,FLORES,01/11/1974,Soltero,M,fernando55@adventure-works.com," 80,000 ",3,Universitaria Completa,Empleado,No
CHASE,KELLY,06/02/1966,Casado,M,chase3@adventure-works.com," 60,000 ",1,Universitaria Completa,Independiente,Si
CLARENCE,GAO,08/03/1952,Soltero,M,clarence8@adventure-works.com," 70,000 ",5,Secundaria Completa,Independiente,Si
HEATHER,ZHENG,07/07/1981,Soltero,F,heather18@adventure-works.com," 20,000 ",0,Secundaria Incompleta,Comerciante,No
EMMA,SANCHEZ,06/29/1981,Casado,F,emma25@adventure-works.com," 50,000 ",1,Universitaria Postgrado,Empleado,Si
KATELYN,PARKER,04/08/1966,Casado,F,katelyn30@adventure-works.com," 60,000 ",3,Universitaria Completa,Independiente,Si
ABIGAIL,HOWARD,02/02/1970,Soltero,F,abigail16@adventure-works.com," 120,000 ",1,Secundaria Completa,Independiente,Si
DEVIN,PEREZ,08/22/1985,Casado,M,devin35@adventure-works.com," 30,000 ",0,Universitaria Incompleta,Empleado,No
ALYSSA,COOPER,04/22/1969,Soltero,F,alyssa35@adventure-works.com," 130,000 ",1,Universitaria Completa,Empresario,No
ETHAN,BRYANT,12/22/1965,Casado,M,ethan14@adventure-works.com," 110,000 ",2,Universitaria Incompleta,Independiente,Si
XAVIER,SIMMONS,09/27/1960,Casado,M,xavier55@adventure-works.com," 60,000 ",3,Secundaria Completa,Independiente,Si
MIGUEL,SANCHEZ,04/15/1959,Casado,F,miguel72@adventure-works.com," 60,000 ",2,Universitaria Incompleta,Independiente,Si
NICOLAS,CHANDER,07/10/1974,Soltero,M,nicolas14@adventure-works.com," 20,000 ",2,Secundaria Completa,Comerciante,Si
HALEY,WOOD,01/12/1987,Casado,F,haley21@adventure-works.com," 40,000 ",0,Secundaria Completa,Empleado,Si
RUSSELL,RAJE,03/12/1973,Soltero,M,russell16@adventure-works.com," 20,000 ",3,Secundaria Completa,Comerciante,Si
AARON,YOUNG,12/01/1975,Soltero,M,aaron49@adventure-works.com," 110,000 ",0,Universitaria Postgrado,Empresario,No
TRISTAN,ROSS,11/10/1952,Casado,M,tristan4@adventure-works.com," 70,000 ",4,Universitaria Completa,Empresario,Si
CHLOE,NELSON,09/19/1951,Casado,F,chloe6@adventure-works.com," 130,000 ",2,Universitaria Completa,Empresario,Si
LOGAN,TURNER,01/30/1974,Casado,M,logan31@adventure-works.com," 100,000 ",4,Universitaria Completa,Empresario,Si
LAUREN,SANCHEZ,12/29/1954,Casado,F,lauren0@adventure-works.com," 70,000 ",5,Universitaria Completa,Empresario,Si
AMANDA,GRAY,05/11/1959,Soltero,F,amanda15@adventure-works.com," 70,000 ",2,Secundaria Completa,Independiente,Si
LOGAN,WILSON,12/12/1960,Soltero,M,logan58@adventure-works.com," 60,000 ",3,Secundaria Completa,Independiente,Si
JASON,JENKINS,08/19/1951,Casado,M,jason4@adventure-works.com," 130,000 ",2,Universitaria Completa,Empresario,Si
ROBERT,ROBINSON,06/19/1952,Casado,M,robert78@adventure-works.com," 70,000 ",4,Universitaria Completa,Empresario,Si
SARA,REED,03/26/1969,Casado,F,sara22@adventure-works.com," 130,000 ",1,Universitaria Completa,Empresario,No
NOAH,BUTLER,06/30/1971,Casado,M,noah11@adventure-works.com," 150,000 ",3,Universitaria Completa,Empresario,Si
YOLANDA,XIE,11/10/1973,Soltero,F,yolanda3@adventure-works.com," 30,000 ",2,Universitaria Incompleta,Deportista,Si
GABRIELLA,TORRES,03/25/1973,Soltero,F,gabriella11@adventure-works.com," 100,000 ",4,Universitaria Completa,Empresario,Si
KAITLYN,BAILEY,12/02/1964,Soltero,F,kaitlyn54@adventure-works.com," 70,000 ",3,Universitaria Incompleta,Independiente,Si
CHLOE,WHITE,12/29/1957,Casado,F,chloe45@adventure-works.com," 70,000 ",4,Universitaria Incompleta,Independiente,Si
ALLISON,RICHARDSON,10/21/1965,Casado,F,allison8@adventure-works.com," 40,000 ",1,Universitaria Incompleta,Deportista,Si
TREVOR,SIMMONS,02/07/1966,Casado,M,trevor15@adventure-works.com," 40,000 ",1,Universitaria Incompleta,Deportista,Si
MEGAN,WILLIAMS,07/29/1979,Soltero,F,megan5@adventure-works.com," 60,000 ",1,Universitaria Postgrado,Empleado,Si
SABRINA,BLANCO,06/11/1960,Casado,F,sabrina9@adventure-works.com," 10,000 ",3,Universitaria Incompleta,Comerciante,No
JASMINE,HALL,10/20/1965,Casado,NA,jasmine21@adventure-works.com," 40,000 ",1,Universitaria Incompleta,Deportista,Si
HOLLY,MEHTA,12/04/1944,Soltero,F,holly13@adventure-works.com," 50,000 ",2,Universitaria Postgrado,Empresario,Si
KAITLYN,ALEXANDER,06/06/1975,Soltero,F,kaitlyn86@adventure-works.com," 40,000 ",0,Universitaria Completa,Independiente,No
MADELINE,CAMPBELL,11/26/1978,Casado,F,madeline6@adventure-works.com," 50,000 ",1,Universitaria Completa,Empleado,Si
DOMINIQUE,SANCHEZ,05/07/1948,Casado,F,dominique17@adventure-works.com," 130,000 ",2,Universitaria Completa,Empresario,Si
MINDY,JAI,09/12/1948,Casado,F,mindy16@adventure-works.com," 130,000 ",2,Universitaria Completa,Empresario,Si
ALISHA,NATH,01/30/1978,Soltero,F,alisha43@adventure-works.com," 40,000 ",0,Universitaria Postgrado,Deportista,Si
JONATHAN,CAMPBELL,05/24/1964,Casado,M,jonathan36@adventure-works.com," 40,000 ",1,Universitaria Incompleta,Deportista,Si
RAFAEL,SHARMA,10/09/1945,Casado,M,rafael33@adventure-works.com," 70,000 ",4,Universitaria Postgrado,Empresario,Si
JORDYN,BRYANT,11/01/1962,Casado,F,jordyn17@adventure-works.com," 20,000 ",3,Secundaria Incompleta,Deportista,No
ISAIAH,PEREZ,02/24/1969,Casado,M,isaiah26@adventure-works.com," 100,000 ",3,Universitaria Incompleta,Independiente,Si
JAMIE,ZENG,07/11/1965,Casado,F,jamie26@adventure-works.com," 40,000 ",1,Universitaria Incompleta,Deportista,Si
THOMAS,ZHANG,06/07/1963,Casado,M,thomas26@adventure-works.com," 40,000 ",1,Universitaria Incompleta,Deportista,Si
TAMMY,SMITH,11/30/1977,Casado,F,tammy9@adventure-works.com," 40,000 ",0,Universitaria Postgrado,Deportista,Si
TREVOR,HUGHES,05/19/1977,Soltero,M,trevor11@adventure-works.com," 30,000 ",0,Universitaria Completa,Deportista,Si
ASHLEY,THOMAS,08/09/1968,Soltero,F,ashley11@adventure-works.com," 110,000 ",3,Universitaria Incompleta,Independiente,Si
BENJAMIN,MOORE,05/11/1976,Casado,M,benjamin42@adventure-works.com," 60,000 ",2,Universitaria Completa,Empleado,Si
BRYANT,SRINI,07/29/1968,Soltero,M,bryant8@adventure-works.com," 100,000 ",0,Universitaria Incompleta,Independiente,No
ETHAN,SHAN,07/28/1962,Casado,M,ethan27@adventure-works.com," 80,000 ",2,Secundaria Incompleta,Empleado,Si
SAMUEL,HILL,09/06/1948,Soltero,M,samuel42@adventure-works.com," 80,000 ",4,Universitaria Completa,Empresario,Si
HAILEY,COX,08/06/1966,Soltero,F,hailey11@adventure-works.com," 60,000 ",4,Universitaria Postgrado,Empleado,Si
BRIANNA,MORRIS,06/11/1976,Soltero,F,brianna26@adventure-works.com," 40,000 ",4,Secundaria Completa,Empleado,Si
RILEY,SIMMONS,05/03/1972,Casado,F,riley13@adventure-works.com," 10,000 ",3,Secundaria Incompleta,Comerciante,No
NELSON,HARRISON,03/15/1972,Soltero,M,nelson9@adventure-works.com," 30,000 ",3,Universitaria Incompleta,Deportista,Si
ISABELLA,WARD,10/30/1971,Casado,F,isabella2@adventure-works.com," 40,000 ",1,Universitaria Completa,Empleado,Si
DARREN,ALVAREZ,10/12/1985,Soltero,M,darren26@adventure-works.com," 30,000 ",0,Universitaria Incompleta,Deportista,No
SAMANTHA,LEWIS,02/24/1974,Soltero,F,samantha22@adventure-works.com," 10,000 ",5,Secundaria Incompleta,Comerciante,Si
KATIE,RAI,12/13/1972,Casado,F,katie20@adventure-works.com," 30,000 ",1,Universitaria Completa,Empleado,Si
HOLLY,SRINI,02/08/1973,Casado,F,holly9@adventure-works.com," 30,000 ",1,Universitaria Completa,Empleado,Si
BRIDGET,XU,08/01/1972,Soltero,F,bridget6@adventure-works.com," 30,000 ",2,Universitaria Incompleta,Deportista,Si
JULIO,VAZQUEZ,06/23/1971,Soltero,M,julio15@adventure-works.com," 30,000 ",3,Universitaria Incompleta,Deportista,Si
JAMIE,ORTEGA,06/18/1986,Soltero,M,jamie44@adventure-works.com," 30,000 ",4,Universitaria Incompleta,Deportista,Si
NELSON,RAMOS,04/13/1984,Soltero,M,nelson16@adventure-works.com," 30,000 ",0,Universitaria Incompleta,Deportista,No
ANGEL,COOPER,08/22/1983,Casado,M,angel8@adventure-works.com," 30,000 ",0,Universitaria Incompleta,Deportista,No
JOSHUA,MILLER,02/26/1969,Soltero,M,joshua8@adventure-works.com," 20,000 ",1,Universitaria Incompleta,Comerciante,No
PATRICK,TORRES,10/08/1967,Casado,M,patrick10@adventure-works.com," 20,000 ",2,Universitaria Incompleta,Comerciante,Si
KARI,MALHOTRA,09/05/1968,Casado,F,kari6@adventure-works.com," 30,000 ",3,Universitaria Completa,Deportista,Si
EVELYN,CHANDRA,01/26/1978,Casado,F,evelyn2@adventure-works.com," 40,000 ",0,Universitaria Postgrado,Deportista,Si
FAITH,SIMMONS,01/31/1983,Casado,F,faith14@adventure-works.com," 40,000 ",1,Universitaria Completa,Empleado,Si
NICHOLE,TANG,07/20/1979,Soltero,F,nichole4@adventure-works.com," 20,000 ",0,Secundaria Incompleta,Comerciante,No
GLORIA,CARLSON,03/28/1979,Casado,F,gloria19@adventure-works.com," 20,000 ",0,Secundaria Incompleta,Comerciante,No
BARBARA,WANG,08/11/1969,Casado,F,barbara11@adventure-works.com," 30,000 ",4,Universitaria Postgrado,Deportista,Si
MEGAN,RICHARDSON,08/10/1968,Casado,F,megan38@adventure-works.com," 30,000 ",3,Universitaria Completa,Deportista,Si
PAUL,SUURS,07/11/1978,Casado,F,paul8@adventure-works.com," 40,000 ",0,Universitaria Postgrado,Deportista,Si
BRUCE,GOMEZ,09/04/1962,Casado,M,bruce23@adventure-works.com," 150,000 ",3,Secundaria Incompleta,Independiente,Si
KATRINA,CHANDE,10/14/1980,Casado,F,katrina13@adventure-works.com," 100,000 ",0,Secundaria Completa,Empresario,No
JEFFERY,LU,09/21/1979,Soltero,M,jeffery12@adventure-works.com," 100,000 ",0,Secundaria Completa,Empresario,Si
BRITTNEY,ZHANG,12/03/1978,Soltero,F,brittney0@adventure-works.com," 100,000 ",0,Secundaria Incompleta,Independiente,Si
JAMIE,GUO,12/23/1988,Casado,F,jamie21@adventure-works.com," 10,000 ",0,Universitaria Incompleta,Comerciante,Si
RAFAEL,SHE,09/24/1988,Casado,M,rafael23@adventure-works.com," 10,000 ",0,Universitaria Incompleta,Comerciante,Si
GINA,DOMINGUEZ,04/28/1978,Soltero,F,gina13@adventure-works.com," 80,000 ",4,Universitaria Postgrado,Empresario,Si
JILL,ORTEGA,03/14/1976,Casado,F,jill30@adventure-works.com," 90,000 ",2,Universitaria Completa,Independiente,Si
CESAR,MEHTA,10/20/1969,Casado,M,cesar13@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,No
KRISTINA,LOPEZ,10/12/1974,Soltero,F,kristina17@adventure-works.com," 100,000 ",0,Universitaria Completa,Independiente,No
VERONICA,KAPOOR,06/30/1973,Soltero,F,veronica1@adventure-works.com," 70,000 ",0,Universitaria Completa,Independiente,No
JAVIER,SERRANO,07/21/1972,Soltero,M,javier11@adventure-works.com," 70,000 ",0,Universitaria Completa,Independiente,No
JAY,CARLSON,01/13/1970,Soltero,M,jay48@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
KATIE,SHEN,02/24/1949,Casado,F,katie5@adventure-works.com," 40,000 ",2,Universitaria Completa,Empresario,Si
DEANNA,ASHE,08/29/1951,Soltero,F,deanna10@adventure-works.com," 60,000 ",2,Universitaria Postgrado,Empresario,Si
ALICIA,GOEL,12/27/1960,Soltero,F,alicia15@adventure-works.com," 30,000 ",3,Secundaria Completa,Empleado,Si
SABRINA,TORRES,02/03/1961,Casado,F,sabrina7@adventure-works.com," 30,000 ",3,Secundaria Completa,Empleado,Si
MARIO,RAJE,06/24/1961,Soltero,M,mario12@adventure-works.com," 40,000 ",3,Universitaria Incompleta,Empleado,Si
JODI,GOEL,05/19/1964,Soltero,F,jodi20@adventure-works.com," 80,000 ",2,Secundaria Completa,Empleado,No
JÉSUS,BLANCO,05/10/1964,Casado,NA,jésus14@adventure-works.com," 80,000 ",2,Secundaria Completa,Empleado,Si
KELLI,XIE,12/28/1965,Soltero,F,kelli26@adventure-works.com," 70,000 ",2,Secundaria Completa,Independiente,No
ALFREDO,RAMOS,04/29/1966,Soltero,M,alfredo18@adventure-works.com," 130,000 ",0,Universitaria Postgrado,Empresario,Si
CARA,HU,02/04/1982,Soltero,F,cara16@adventure-works.com," 100,000 ",0,Secundaria Completa,Empresario,Si
JESSIE,ZHOU,05/27/1981,Casado,M,jessie13@adventure-works.com," 110,000 ",0,Universitaria Incompleta,Empresario,Si
CARLA,SULLIVAN,01/05/1982,Casado,F,carla15@adventure-works.com," 110,000 ",0,Universitaria Incompleta,Empresario,No
COLIN,YANG,07/18/1981,Casado,M,colin5@adventure-works.com," 110,000 ",0,Universitaria Incompleta,Empresario,Si
LINDSAY,RAJE,12/31/1981,Casado,F,lindsay14@adventure-works.com," 110,000 ",0,Universitaria Incompleta,Empresario,Si
GREGORY,SHAN,09/21/1981,Soltero,M,gregory13@adventure-works.com," 110,000 ",0,Universitaria Incompleta,Empresario,Si
LAURA,WU,01/07/1982,Soltero,F,laura13@adventure-works.com," 110,000 ",0,Universitaria Incompleta,Empresario,Si
BONNIE,RAJE,05/19/1978,Casado,F,bonnie20@adventure-works.com," 120,000 ",0,Secundaria Incompleta,Independiente,Si
MARGARET,LU,06/18/1987,Soltero,F,margaret17@adventure-works.com," 10,000 ",0,Universitaria Incompleta,Comerciante,Si
CONNOR,ROSS,09/28/1988,Casado,M,connor0@adventure-works.com," 20,000 ",0,Universitaria Completa,Deportista,Si
RACHEL,POWELL,09/29/1985,Soltero,F,rachel56@adventure-works.com," 10,000 ",0,Secundaria Completa,Comerciante,No
KATHLEEN,RUBIO,08/31/1987,Casado,F,kathleen20@adventure-works.com," 20,000 ",0,Universitaria Completa,Deportista,Si
HANY,MORCOS,11/11/1986,Casado,M,hany0@adventure-works.com," 20,000 ",0,Universitaria Completa,Deportista,Si
SHANNON,RUIZ,10/20/1985,Soltero,M,shannon24@adventure-works.com," 20,000 ",0,Universitaria Incompleta,Comerciante,No
MARSHALL,ZENG,03/01/1986,Soltero,M,marshall20@adventure-works.com," 10,000 ",0,Secundaria Completa,Comerciante,No
CASSANDRA,SARA,05/14/1984,Casado,F,cassandra11@adventure-works.com," 10,000 ",1,Secundaria Completa,Comerciante,Si
JULIO,SERRANO,10/02/1987,Casado,M,julio17@adventure-works.com," 20,000 ",0,Universitaria Completa,Deportista,Si
BENJAMIN,COLEMAN,02/12/1971,Soltero,M,benjamin7@adventure-works.com," 80,000 ",5,Universitaria Incompleta,Independiente,Si
BENJAMIN,SHAN,06/13/1987,Soltero,M,benjamin33@adventure-works.com," 30,000 ",0,Secundaria Incompleta,Deportista,No
BRIANNA,MARTIN,02/24/1982,Casado,F,brianna13@adventure-works.com," 60,000 ",0,Universitaria Incompleta,Empleado,Si
JOSEPH,JACKSON,12/09/1971,Soltero,M,joseph18@adventure-works.com," 80,000 ",4,Universitaria Completa,Empresario,Si
DENNIS,WARE,12/21/1958,Casado,NA,dennis0@adventure-works.com," 40,000 ",2,Secundaria Incompleta,Empleado,Si
MORGAN,RODRIGUEZ,05/31/1959,Casado,F,morgan41@adventure-works.com," 60,000 ",2,Secundaria Completa,Independiente,Si
JOSE,THOMPSON,02/04/1960,Casado,M,jose77@adventure-works.com," 60,000 ",2,Secundaria Completa,Independiente,Si
MEGAN,ANDERSON,02/05/1977,Casado,F,megan13@adventure-works.com," 70,000 ",2,Universitaria Completa,Empleado,Si
LORI,SANZ,07/07/1978,Soltero,F,lori20@adventure-works.com," 60,000 ",1,Universitaria Postgrado,Independiente,Si
XAVIER,FLORES,07/23/1978,Casado,M,xavier52@adventure-works.com," 60,000 ",1,Universitaria Postgrado,Independiente,Si
SARAH,HENDERSON,12/10/1978,Soltero,F,sarah30@adventure-works.com," 60,000 ",1,Universitaria Postgrado,Independiente,Si
ABIGAIL,COLEMAN,09/24/1978,Soltero,F,abigail74@adventure-works.com," 60,000 ",1,Universitaria Postgrado,Independiente,No
GABRIELLE,PETERSON,04/24/1982,Soltero,F,gabrielle14@adventure-works.com," 50,000 ",0,Secundaria Completa,Independiente,No
ISABELLA,WALKER,07/29/1965,Soltero,F,isabella79@adventure-works.com," 80,000 ",2,Universitaria Completa,Empresario,No
ABIGAIL,MORGAN,08/30/1962,Casado,F,abigail8@adventure-works.com," 60,000 ",2,Secundaria Incompleta,Empleado,Si
SETH,BENNETT,06/14/1987,Soltero,M,seth49@adventure-works.com," 30,000 ",0,Secundaria Completa,Empleado,No
MADISON,JONES,09/08/1955,Soltero,F,madison3@adventure-works.com," 70,000 ",2,Universitaria Completa,Empresario,No
BROOKE,STEWART,07/04/1967,Soltero,F,brooke21@adventure-works.com," 40,000 ",2,Universitaria Incompleta,Deportista,No
ORLANDO,RUBIO,08/21/1963,Casado,NA,orlando21@adventure-works.com," 130,000 ",3,Universitaria Incompleta,Independiente,Si
NANCY,KOVAR,10/28/1963,Soltero,NA,nancy8@adventure-works.com," 80,000 ",2,Universitaria Incompleta,Empleado,Si
GABRIELLE,HOWARD,05/23/1966,Casado,F,gabrielle11@adventure-works.com," 60,000 ",1,Universitaria Completa,Independiente,Si
KAYLA,ROSS,08/19/1966,Soltero,F,kayla28@adventure-works.com," 80,000 ",5,Universitaria Postgrado,Empresario,Si
SHARON,CARSON,03/15/1983,Soltero,F,sharon20@adventure-works.com," 40,000 ",3,Universitaria Incompleta,Deportista,Si
ANNA,BRYANT,09/22/1974,Soltero,F,anna43@adventure-works.com," 60,000 ",0,Universitaria Postgrado,Empleado,Si
ELIZABETH,HENDERSON,08/08/1974,Soltero,F,elizabeth34@adventure-works.com," 60,000 ",0,Universitaria Postgrado,Empleado,Si
TRINITY,COOK,02/10/1962,Casado,F,trinity18@adventure-works.com," 30,000 ",1,Universitaria Completa,Empleado,Si
MARIA,ROGERS,12/27/1961,Casado,F,maria3@adventure-works.com," 30,000 ",1,Universitaria Incompleta,Deportista,Si
EMMA,COOPER,10/20/1962,Casado,F,emma35@adventure-works.com," 40,000 ",1,Universitaria Incompleta,Deportista,Si
COURTNEY,NELSON,06/22/1963,Casado,F,courtney7@adventure-works.com," 40,000 ",1,Universitaria Incompleta,Deportista,Si
MARY,GREEN,01/22/1965,Casado,F,mary28@adventure-works.com," 40,000 ",1,Universitaria Incompleta,Deportista,Si
ELIZABETH,GARCIA,03/21/1965,Casado,F,elizabeth20@adventure-works.com," 40,000 ",1,Universitaria Incompleta,Deportista,Si
ARIANA,MORGAN,11/06/1983,Soltero,F,ariana20@adventure-works.com," 40,000 ",3,Universitaria Incompleta,Deportista,Si
ANDREA,RICHARDSON,02/12/1975,Soltero,F,andrea10@adventure-works.com," 60,000 ",0,Universitaria Postgrado,Empleado,Si
JESSICA,ROSS,06/27/1961,Casado,F,jessica28@adventure-works.com," 30,000 ",1,Universitaria Completa,Empleado,Si
KATHRYN,NARA,01/07/1962,Casado,F,kathryn15@adventure-works.com," 30,000 ",1,Universitaria Completa,Empleado,Si
KRISTI,TORRES,06/22/1961,Casado,F,kristi7@adventure-works.com," 30,000 ",1,Universitaria Completa,Empleado,Si
